date,open,high,low,close,volume
2023-01-26,114.72,117.78,114.335,117.76,21019678
2023-01-27,116.95,117.67,115.39,115.61,15179207
2023-01-30,115.09,115.49,113.1519,113.56,18672053
2023-01-31,112.1,116.4,110.43,116.01,27861849
2023-02-01,115.83,117.38,113.34,114.74,19464873
2023-02-02,114.85,115.07,109.83,111.15,24562123
2023-02-03,111.9,114.11,111.56,111.92,20226609
2023-02-06,112.36,113.09,110.32,111.73,13855205
2023-02-07,112.39,115.31,112.021,114.92,16013314
2023-02-08,115.05,115.83,113.85,113.92,18459678
2023-02-09,114.62,116.24,114.18,114.35,17439311
2023-02-10,116.51,119.63,116.16,119.17,24918616
2023-02-13,117.72,118.18,115.9,117.8,14536241
2023-02-14,117.01,117.81,116.0169,116.42,12078992
2023-02-15,115.72,116.09,114.14,116.07,13673360
2023-02-16,115.31,116.78,114.8,115.73,11360604
2023-02-17,114.19,114.19,110.9799,111.28,20758331
2023-02-21,110.81,112.38,110.81,111.17,14469431
2023-02-22,110.48,110.97,108.64,109.73,13973841
2023-02-23,110.73,111.83,109.9,110.74,11289402
2023-02-24,109.33,110.96,109.02,110.75,14351036
2023-02-27,110.8,111.26,109.9601,110.55,11710453
2023-02-28,111.24,111.36,109.22,109.91,18107031
2023-03-01,109.31,111.86,109.24,110.89,13199955
2023-03-02,110.615,111.695,110.17,111.4,10343084
2023-03-03,110.05,113.37,109.95,112.81,13006713
2023-03-06,111.99,113.84,111.87,113.81,14347410
2023-03-07,112.81,113.17,111.17,111.61,11525289
2023-03-08,111.23,112.42,109.065,109.98,13509818
2023-03-09,110.87,112.23,109.03,109.13,12961244
2023-03-10,109.56,111.035,107.15,107.78,15795666
2023-03-13,105.34,107.86,103.72,106.54,20745625
2023-03-14,106.35,109.01,104.96,106.94,18263512
2023-03-15,102.82,104.2,100.2203,101.62,25733781
2023-03-16,99.11,101.68,98.02,101.03,27476133
2023-03-17,100.6,101.6149,99.14,99.84,43199470
2023-03-20,99.63,102.48,99.5,102.45,32042106
2023-03-21,104.17,107.28,104.13,107.04,31592310
2023-03-22,106.8,107.175,104.56,104.59,14952666
2023-03-23,105.36,106.34,102.44,103.41,14385865
2023-03-24,101.47,103.85,100.9132,103.53,13405812
2023-03-27,104.74,106.48,103.91,105.8,14805911
2023-03-28,105.44,107.65,105.19,107.12,11047587
2023-03-29,108.06,109.16,107.49,108.96,14219122
2023-03-30,109.55,109.57,108.52,109.49,11578171
2023-03-31,109.68,110.17,109.0499,109.66,14417961
2023-04-03,113.39,116.85,113.12,116.13,28087681
2023-04-04,116.26,116.7,114.17,115.02,16365489
2023-04-05,115.35,117,114.31,116.99,16479469
2023-04-06,116.86,117.18,114.77,115.05,15777957
2023-04-10,114.78,116.18,114.17,114.54,13006552
2023-04-11,114.96,116.1999,114.38,115.35,11758461
2023-04-12,116.16,116.59,114.93,115.23,10919022
2023-04-13,114.6,115.89,114.13,115.77,12399652
2023-04-14,115.9,116.66,115.12,116.05,11530828
2023-04-17,115.49,116.51,114.42,114.7,13260352
2023-04-18,114.39,117.21,114.3,116.94,17436140
2023-04-19,116.08,116.9,115.77,116.57,10682605
2023-04-20,115.125,115.68,113.2298,115.64,17038747
2023-04-21,116.49,116.88,115.26,116.01,14315329
2023-04-24,115.92,118.885,115.88,118.2,15831314
2023-04-25,117.55,117.74,115.63,116.52,12179825
2023-04-26,116.03,117.09,114.68,115.45,15566086
2023-04-27,115.62,117.01,114.8818,116.83,16279188
2023-04-28,117.25,119.92,116.83,118.34,24381946
2023-05-01,115.99,117.3,114.45,114.67,17354987
2023-05-02,113.94,113.94,109.29,110.1,24324102
2023-05-03,109.08,109.81,107.755,107.93,16212343
2023-05-04,107.9,108.75,105.91,106.04,17177150
2023-05-05,108.55,109.43,107.53,108.68,14968197
2023-05-08,110.5,110.97,109.04,109.11,11187752
2023-05-09,108.34,110.23,108.21,109.14,11370769
2023-05-10,109.74,110.01,106.71,107.74,14884793
2023-05-11,106.49,106.82,104.933,105.79,17165897
2023-05-12,106.31,107.01,104.775,105.78,12613254
2023-05-15,105.51,105.925,104.58,105.07,13715576
2023-05-16,104.63,104.81,102.02,102.52,14800200
2023-05-17,103.39,105.23,102.85,104.82,14064742
2023-05-18,104.55,105.91,104.13,105.77,12005609
2023-05-19,106.57,107.05,105.82,106.26,13359630
2023-05-22,105.84,107.04,104.88,104.97,12882000
2023-05-23,105.99,108.22,105.75,106.4,14394440
2023-05-24,107.38,108.51,106.73,107.59,16340293
2023-05-25,105.94,106.43,104.71,105.66,14316463
2023-05-26,106.47,106.95,104.8327,104.97,12370326
2023-05-30,103.29,104.12,102.61,104.04,11938025
2023-05-31,102.29,103.04,101.74,102.18,24926117
2023-06-01,101.75,105.58,101.26,103.36,13551936
2023-06-02,105.16,106.13,104.53,105.76,14112041
2023-06-05,107.19,107.19,105.09,105.29,10628001
2023-06-06,104.15,106.27,103.98,106.15,12209768
2023-06-07,106.79,108.89,106.73,108.53,16027086
2023-06-08,108.77,109.14,105.9,108.19,13517919
2023-06-09,108.455,108.61,107.16,107.39,12252531
2023-06-12,105.81,107.06,105.555,106.42,14115160
2023-06-13,107.38,108.34,106.275,106.44,13533780
2023-06-14,107.45,108.11,104.39,105.16,16627681
2023-06-15,105.5,107.03,105.44,105.89,16224117
2023-06-16,106.36,106.77,104.955,105.13,43128871
2023-06-20,104.68,104.77,102.12,102.72,17519379
2023-06-21,102.5,104.63,102.33,103.87,13285741
2023-06-22,102.84,103.885,102.65,103.3,12458807
2023-06-23,102.59,102.82,101.62,102.4,17933599
2023-06-26,102.2,104.905,102.2,104.29,14283407
2023-06-27,104.045,104.61,103.27,104.55,13227486
